FECHA,HORA,TEMP,HUM,PNM,DD,FF,NOMBRE,FECHA_HORA
01012021,    0,  21.0,   51,  1012.9,   50,    6     ,CORDOBA OBSERVATORIO,2021-01-01 00:00:00
01012021,    1,  21.2,   47,  1012.6,   20,    6     ,CORDOBA OBSERVATORIO,2021-01-01 01:00:00
01012021,    2,  20.7,   49,  1010.7,  340,    4     ,CORDOBA OBSERVATORIO,2021-01-01 02:00:00
01012021,    3,  19.4,   55,  1011.3,  320,    4     ,CORDOBA OBSERVATORIO,2021-01-01 03:00:00
01012021,    4,  19.6,   53,  1011.2,  360,    7     ,CORDOBA OBSERVATORIO,2021-01-01 04:00:00
01012021,    5,  18.7,   60,  1011.0,  340,    2     ,CORDOBA OBSERVATORIO,2021-01-01 05:00:00
01012021,    6,  18.8,   60,  1011.6,  320,    4     ,CORDOBA OBSERVATORIO,2021-01-01 06:00:00
01012021,    7,  18.8,   61,  1012.7,  320,    6     ,CORDOBA OBSERVATORIO,2021-01-01 07:00:00
01012021,    8,  21.2,   52,  1013.3,  360,    7     ,CORDOBA OBSERVATORIO,2021-01-01 08:00:00
01012021,    9,  23.6,   42,  1013.6,   50,   11     ,CORDOBA OBSERVATORIO,2021-01-01 09:00:00
01012021,   10,  26.6,   36,  1013.4,   50,   11     ,CORDOBA OBSERVATORIO,2021-01-01 10:00:00
01012021,   11,  28.0,   37,  1013.0,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-01 11:00:00
01012021,   12,  28.2,   37,  1013.0,   50,   20     ,CORDOBA OBSERVATORIO,2021-01-01 12:00:00
01012021,   13,  29.0,   35,  1012.2,   50,   15     ,CORDOBA OBSERVATORIO,2021-01-01 13:00:00
01012021,   14,  29.6,   33,  1011.9,   50,   15     ,CORDOBA OBSERVATORIO,2021-01-01 14:00:00
01012021,   15,  30.5,   31,  1012.0,   50,   15     ,CORDOBA OBSERVATORIO,2021-01-01 15:00:00
01012021,   16,  31.4,   30,  1011.6,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-01 16:00:00
01012021,   17,  31.6,   30,  1011.2,   50,   17     ,CORDOBA OBSERVATORIO,2021-01-01 17:00:00
01012021,   18,  31.2,   31,  1010.8,   50,    9     ,CORDOBA OBSERVATORIO,2021-01-01 18:00:00
01012021,   19,  30.7,   34,  1010.8,   90,   17     ,CORDOBA OBSERVATORIO,2021-01-01 19:00:00
01012021,   20,  28.8,   35,  1011.5,   90,   17     ,CORDOBA OBSERVATORIO,2021-01-01 20:00:00
01012021,   21,  27.6,   37,  1012.1,   90,   15     ,CORDOBA OBSERVATORIO,2021-01-01 21:00:00
01012021,   22,  26.5,   40,  1012.7,   50,    7     ,CORDOBA OBSERVATORIO,2021-01-01 22:00:00
01012021,   23,  25.7,   42,  1013.4,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-01 23:00:00
02012021,    0,  25.2,   42,  1013.4,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-02 00:00:00
02012021,    1,  24.5,   47,  1014.0,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-02 01:00:00
02012021,    2,  24.4,   48,  1014.3,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-02 02:00:00
02012021,    3,  23.8,   51,  1014.0,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-02 03:00:00
02012021,    4,  23.2,   53,  1013.5,   50,    6     ,CORDOBA OBSERVATORIO,2021-01-02 04:00:00
02012021,    5,  23.4,   53,  1013.5,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-02 05:00:00
02012021,    6,  22.6,   58,  1013.3,   90,   11     ,CORDOBA OBSERVATORIO,2021-01-02 06:00:00
02012021,    7,  22.9,   57,  1013.3,   90,   11     ,CORDOBA OBSERVATORIO,2021-01-02 07:00:00
02012021,    8,  23.2,   54,  1013.3,   70,    7     ,CORDOBA OBSERVATORIO,2021-01-02 08:00:00
02012021,    9,  24.0,   51,  1013.3,   50,    9     ,CORDOBA OBSERVATORIO,2021-01-02 09:00:00
02012021,   10,  24.9,   49,  1012.8,   70,   13     ,CORDOBA OBSERVATORIO,2021-01-02 10:00:00
02012021,   11,  28.1,   40,  1012.3,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-02 11:00:00
02012021,   12,  28.6,   41,  1011.9,   50,   11     ,CORDOBA OBSERVATORIO,2021-01-02 12:00:00
02012021,   13,  29.9,   44,  1011.8,   50,   11     ,CORDOBA OBSERVATORIO,2021-01-02 13:00:00
02012021,   14,  31.8,   34,  1011.4,   70,   13     ,CORDOBA OBSERVATORIO,2021-01-02 14:00:00
02012021,   15,  32.5,   35,  1009.6,   50,   11     ,CORDOBA OBSERVATORIO,2021-01-02 15:00:00
02012021,   16,  33.2,   33,  1008.6,   70,   15     ,CORDOBA OBSERVATORIO,2021-01-02 16:00:00
02012021,   17,  33.2,   35,  1006.8,   90,   20     ,CORDOBA OBSERVATORIO,2021-01-02 17:00:00
02012021,   18,  33.2,   31,  1006.6,   70,   17     ,CORDOBA OBSERVATORIO,2021-01-02 18:00:00
02012021,   19,  31.1,   31,  1006.6,   90,   20     ,CORDOBA OBSERVATORIO,2021-01-02 19:00:00
02012021,   20,  29.8,   32,  1006.8,   70,   15     ,CORDOBA OBSERVATORIO,2021-01-02 20:00:00
02012021,   21,  28.6,   35,  1007.2,   70,   17     ,CORDOBA OBSERVATORIO,2021-01-02 21:00:00
02012021,   22,  27.8,   37,  1007.9,   70,    9     ,CORDOBA OBSERVATORIO,2021-01-02 22:00:00
02012021,   23,  27.2,   39,  1007.8,   70,   15     ,CORDOBA OBSERVATORIO,2021-01-02 23:00:00
03012021,    0,  26.6,   45,  1007.8,   70,   11     ,CORDOBA OBSERVATORIO,2021-01-03 00:00:00
03012021,    1,  25.3,   48,  1008.3,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-03 01:00:00
03012021,    2,  23.2,   53,  1009.9,  250,    7     ,CORDOBA OBSERVATORIO,2021-01-03 02:00:00
03012021,    3,  21.0,   82,  1010.0,  180,    4     ,CORDOBA OBSERVATORIO,2021-01-03 03:00:00
03012021,    4,  20.2,   85,  1009.9,  320,    9     ,CORDOBA OBSERVATORIO,2021-01-03 04:00:00
03012021,    5,  20.2,   88,  1010.6,  230,    4     ,CORDOBA OBSERVATORIO,2021-01-03 05:00:00
03012021,    6,  19.6,   88,  1011.0,  320,    9     ,CORDOBA OBSERVATORIO,2021-01-03 06:00:00
03012021,    7,  18.6,   92,  1011.2,  340,    7     ,CORDOBA OBSERVATORIO,2021-01-03 07:00:00
03012021,    8,  18.8,   92,  1011.7,  320,    6     ,CORDOBA OBSERVATORIO,2021-01-03 08:00:00
03012021,    9,  18.8,   91,  1013.8,  360,    9     ,CORDOBA OBSERVATORIO,2021-01-03 09:00:00
03012021,   10,  19.0,   89,  1012.8,  320,    6     ,CORDOBA OBSERVATORIO,2021-01-03 10:00:00
03012021,   11,  18.8,   92,  1012.9,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-03 11:00:00
03012021,   12,  18.6,   88,  1013.2,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-03 12:00:00
03012021,   13,  18.6,   88,  1013.4,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-03 13:00:00
03012021,   14,  19.2,   84,  1012.8,  140,    4     ,CORDOBA OBSERVATORIO,2021-01-03 14:00:00
03012021,   15,  19.4,   83,  1012.7,  140,    4     ,CORDOBA OBSERVATORIO,2021-01-03 15:00:00
03012021,   16,  20.4,   79,  1012.2,  320,    4     ,CORDOBA OBSERVATORIO,2021-01-03 16:00:00
03012021,   17,  21.6,   75,  1011.9,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-03 17:00:00
03012021,   18,  23.6,   67,  1010.9,   50,    6     ,CORDOBA OBSERVATORIO,2021-01-03 18:00:00
03012021,   19,  23.4,   70,  1010.8,  230,    2     ,CORDOBA OBSERVATORIO,2021-01-03 19:00:00
03012021,   20,  23.0,   71,  1011.0,  360,    2     ,CORDOBA OBSERVATORIO,2021-01-03 20:00:00
03012021,   21,  21.6,   84,  1011.5,   90,    4     ,CORDOBA OBSERVATORIO,2021-01-03 21:00:00
03012021,   22,  21.0,   85,  1011.8,   50,    2     ,CORDOBA OBSERVATORIO,2021-01-03 22:00:00
03012021,   23,  21.2,   79,  1010.8,  270,    6     ,CORDOBA OBSERVATORIO,2021-01-03 23:00:00
04012021,    0,  21.2,   75,  1010.7,  270,    4     ,CORDOBA OBSERVATORIO,2021-01-04 00:00:00
04012021,    1,  20.8,   77,  1010.8,    0,    0     ,CORDOBA OBSERVATORIO,2021-01-04 01:00:00
04012021,    2,  20.2,   75,  1010.8,  230,    2     ,CORDOBA OBSERVATORIO,2021-01-04 02:00:00
04012021,    3,  19.8,   77,  1010.7,  270,    6     ,CORDOBA OBSERVATORIO,2021-01-04 03:00:00
04012021,    4,  19.0,   81,  1010.7,  270,    6     ,CORDOBA OBSERVATORIO,2021-01-04 04:00:00
04012021,    5,  18.6,   82,  1010.6,  270,    4     ,CORDOBA OBSERVATORIO,2021-01-04 05:00:00
04012021,    6,  19.2,   88,  1009.3,  270,    4     ,CORDOBA OBSERVATORIO,2021-01-04 06:00:00
04012021,    7,  19.2,   90,  1009.1,  270,    4     ,CORDOBA OBSERVATORIO,2021-01-04 07:00:00
04012021,    8,  20.8,   85,  1010.0,  200,    2     ,CORDOBA OBSERVATORIO,2021-01-04 08:00:00
04012021,    9,  23.2,   67,  1010.0,  140,    2     ,CORDOBA OBSERVATORIO,2021-01-04 09:00:00
04012021,   10,  26.2,   52,  1009.7,   90,    6     ,CORDOBA OBSERVATORIO,2021-01-04 10:00:00
04012021,   11,  27.4,   46,  1007.9,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-04 11:00:00
04012021,   12,  29.0,   44,  1007.5,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-04 12:00:00
04012021,   13,  29.4,   46,  1007.3,  160,    6     ,CORDOBA OBSERVATORIO,2021-01-04 13:00:00
04012021,   14,  29.8,   45,  1007.2,  140,    7     ,CORDOBA OBSERVATORIO,2021-01-04 14:00:00
04012021,   15,  30.2,   43,  1006.4,  180,   11     ,CORDOBA OBSERVATORIO,2021-01-04 15:00:00
04012021,   16,  30.6,   43,  1006.0,  110,    7     ,CORDOBA OBSERVATORIO,2021-01-04 16:00:00
04012021,   17,  31.2,   40,  1005.7,  140,    6     ,CORDOBA OBSERVATORIO,2021-01-04 17:00:00
04012021,   18,  31.2,   38,  1005.3,  140,    9     ,CORDOBA OBSERVATORIO,2021-01-04 18:00:00
04012021,   19,  30.8,   40,  1004.0,  160,    6     ,CORDOBA OBSERVATORIO,2021-01-04 19:00:00
04012021,   20,  29.2,   45,  1003.5,  160,    7     ,CORDOBA OBSERVATORIO,2021-01-04 20:00:00
04012021,   21,  28.2,   46,  1005.0,  140,    9     ,CORDOBA OBSERVATORIO,2021-01-04 21:00:00
04012021,   22,  27.0,   50,  1004.4,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-04 22:00:00
04012021,   23,  26.2,   55,  1004.2,  230,    7     ,CORDOBA OBSERVATORIO,2021-01-04 23:00:00
05012021,    0,  25.2,   59,  1008.2,  230,   26     ,CORDOBA OBSERVATORIO,2021-01-05 00:00:00
05012021,    1,  21.4,   67,  1010.4,  230,   28     ,CORDOBA OBSERVATORIO,2021-01-05 01:00:00
05012021,    2,  18.8,   86,  1011.2,  230,   17     ,CORDOBA OBSERVATORIO,2021-01-05 02:00:00
05012021,    3,  18.4,   88,  1010.8,  270,    7     ,CORDOBA OBSERVATORIO,2021-01-05 03:00:00
05012021,    4,  18.2,   89,  1010.4,  320,    7     ,CORDOBA OBSERVATORIO,2021-01-05 04:00:00
05012021,    5,  17.4,   87,  1010.4,  290,    4     ,CORDOBA OBSERVATORIO,2021-01-05 05:00:00
05012021,    6,  17.4,   87,  1009.4,  180,    4     ,CORDOBA OBSERVATORIO,2021-01-05 06:00:00
05012021,    7,  17.6,   84,  1009.4,  230,    7     ,CORDOBA OBSERVATORIO,2021-01-05 07:00:00
05012021,    8,  18.1,   88,  1011.2,  200,   11     ,CORDOBA OBSERVATORIO,2021-01-05 08:00:00
05012021,    9,  19.5,   82,  1011.8,  200,   11     ,CORDOBA OBSERVATORIO,2021-01-05 09:00:00
05012021,   10,  20.1,   75,  1012.0,  180,   13     ,CORDOBA OBSERVATORIO,2021-01-05 10:00:00
05012021,   11,  21.7,   69,  1011.9,  200,   13     ,CORDOBA OBSERVATORIO,2021-01-05 11:00:00
05012021,   12,  23.7,   60,  1011.8,  160,   15     ,CORDOBA OBSERVATORIO,2021-01-05 12:00:00
05012021,   13,  24.5,   55,  1012.1,  180,   13     ,CORDOBA OBSERVATORIO,2021-01-05 13:00:00
05012021,   14,  24.7,   61,  1012.0,  160,   15     ,CORDOBA OBSERVATORIO,2021-01-05 14:00:00
05012021,   15,  25.3,   55,  1011.6,  140,   19     ,CORDOBA OBSERVATORIO,2021-01-05 15:00:00
05012021,   16,  24.5,   50,  1011.4,  140,   17     ,CORDOBA OBSERVATORIO,2021-01-05 16:00:00
05012021,   17,  25.2,   51,  1010.4,  160,   11     ,CORDOBA OBSERVATORIO,2021-01-05 17:00:00
05012021,   18,  24.7,   54,  1010.0,  140,   17     ,CORDOBA OBSERVATORIO,2021-01-05 18:00:00
05012021,   19,  25.4,   53,  1009.9,  180,   11     ,CORDOBA OBSERVATORIO,2021-01-05 19:00:00
05012021,   20,  23.4,   59,  1011.0,  140,   17     ,CORDOBA OBSERVATORIO,2021-01-05 20:00:00
05012021,   21,  21.9,   67,  1012.2,  160,   13     ,CORDOBA OBSERVATORIO,2021-01-05 21:00:00
05012021,   22,  20.8,   69,  1013.3,  160,   11     ,CORDOBA OBSERVATORIO,2021-01-05 22:00:00
05012021,   23,  19.8,   72,  1014.3,  200,   15     ,CORDOBA OBSERVATORIO,2021-01-05 23:00:00
06012021,    0,  19.6,   75,  1014.2,  230,   11     ,CORDOBA OBSERVATORIO,2021-01-06 00:00:00
06012021,    1,  18.9,   78,  1014.5,  230,   13     ,CORDOBA OBSERVATORIO,2021-01-06 01:00:00
06012021,    2,  18.2,   83,  1014.2,  230,   15     ,CORDOBA OBSERVATORIO,2021-01-06 02:00:00
06012021,    3,  17.6,   86,  1013.5,  230,    9     ,CORDOBA OBSERVATORIO,2021-01-06 03:00:00
06012021,    4,  17.6,   80,  1013.6,  230,    6     ,CORDOBA OBSERVATORIO,2021-01-06 04:00:00
06012021,    5,  17.6,   81,  1013.5,  200,    4     ,CORDOBA OBSERVATORIO,2021-01-06 05:00:00
06012021,    6,  17.3,   82,  1013.7,  180,    6     ,CORDOBA OBSERVATORIO,2021-01-06 06:00:00
06012021,    7,  17.0,   84,  1014.1,  230,    4     ,CORDOBA OBSERVATORIO,2021-01-06 07:00:00
06012021,    8,  18.7,   77,  1014.5,  230,    9     ,CORDOBA OBSERVATORIO,2021-01-06 08:00:00
06012021,    9,  20.0,   64,  1014.0,  200,   19     ,CORDOBA OBSERVATORIO,2021-01-06 09:00:00
06012021,   10,  22.0,   49,  1013.8,  200,   15     ,CORDOBA OBSERVATORIO,2021-01-06 10:00:00
06012021,   11,  23.8,   46,  1013.9,  200,   13     ,CORDOBA OBSERVATORIO,2021-01-06 11:00:00
06012021,   12,  25.9,   38,  1013.5,  200,   13     ,CORDOBA OBSERVATORIO,2021-01-06 12:00:00
06012021,   13,  25.0,   36,  1013.5,  180,   15     ,CORDOBA OBSERVATORIO,2021-01-06 13:00:00
06012021,   14,  25.6,   33,  1014.5,  140,   15     ,CORDOBA OBSERVATORIO,2021-01-06 14:00:00
06012021,   15,  26.1,   34,  1013.1,  180,   13     ,CORDOBA OBSERVATORIO,2021-01-06 15:00:00
06012021,   16,  26.6,   33,  1011.7,  180,    7     ,CORDOBA OBSERVATORIO,2021-01-06 16:00:00
06012021,   17,  26.9,   33,  1011.3,  180,    6     ,CORDOBA OBSERVATORIO,2021-01-06 17:00:00
06012021,   18,  27.4,   32,  1010.8,  180,    6     ,CORDOBA OBSERVATORIO,2021-01-06 18:00:00
06012021,   19,  26.7,   31,  1010.8,  160,    6     ,CORDOBA OBSERVATORIO,2021-01-06 19:00:00
06012021,   20,  25.1,   34,  1011.0,  160,    9     ,CORDOBA OBSERVATORIO,2021-01-06 20:00:00
06012021,   21,  23.4,   42,  1011.9,  140,    7     ,CORDOBA OBSERVATORIO,2021-01-06 21:00:00
06012021,   22,  22.0,   48,  1012.4,  180,    6     ,CORDOBA OBSERVATORIO,2021-01-06 22:00:00
06012021,   23,  20.2,   53,  1012.6,  270,    2     ,CORDOBA OBSERVATORIO,2021-01-06 23:00:00
07012021,    0,  18.8,   60,  1013.6,  230,    4     ,CORDOBA OBSERVATORIO,2021-01-07 00:00:00
07012021,    1,  17.8,   66,  1012.5,  290,    4     ,CORDOBA OBSERVATORIO,2021-01-07 01:00:00
07012021,    2,  17.2,   67,  1012.1,  290,    2     ,CORDOBA OBSERVATORIO,2021-01-07 02:00:00
07012021,    3,  16.6,   68,  1011.6,  290,    4     ,CORDOBA OBSERVATORIO,2021-01-07 03:00:00
07012021,    4,  15.8,   73,  1011.1,  270,    4     ,CORDOBA OBSERVATORIO,2021-01-07 04:00:00
07012021,    5,  14.8,   80,  1011.6,  290,    2     ,CORDOBA OBSERVATORIO,2021-01-07 05:00:00
07012021,    6,  14.9,   75,  1011.0,  270,    4     ,CORDOBA OBSERVATORIO,2021-01-07 06:00:00
07012021,    7,  14.5,   81,  1012.1,  200,    2     ,CORDOBA OBSERVATORIO,2021-01-07 07:00:00
07012021,    8,  18.0,   66,  1012.3,  270,    4     ,CORDOBA OBSERVATORIO,2021-01-07 08:00:00
07012021,    9,  20.5,   55,  1012.5,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-07 09:00:00
07012021,   10,  25.0,   47,  1012.9,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-07 10:00:00
07012021,   11,  28.0,   38,  1012.8,  360,    7     ,CORDOBA OBSERVATORIO,2021-01-07 11:00:00
07012021,   12,  30.1,   28,  1012.3,   90,   11     ,CORDOBA OBSERVATORIO,2021-01-07 12:00:00
07012021,   13,  30.4,   27,  1011.7,  270,    6     ,CORDOBA OBSERVATORIO,2021-01-07 13:00:00
07012021,   14,  31.0,   26,  1010.7,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-07 14:00:00
07012021,   15,  31.8,   26,  1010.6,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-07 15:00:00
07012021,   16,  32.6,   25,  1010.2,   90,   13     ,CORDOBA OBSERVATORIO,2021-01-07 16:00:00
07012021,   17,  32.2,   25,  1010.2,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-07 17:00:00
07012021,   18,  32.0,   25,  1008.8,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-07 18:00:00
07012021,   19,  31.0,   26,  1009.0,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-07 19:00:00
07012021,   20,  29.6,   27,  1008.8,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-07 20:00:00
07012021,   21,  28.2,   35,  1008.7,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-07 21:00:00
07012021,   22,  26.6,   34,  1008.9,   90,    7     ,CORDOBA OBSERVATORIO,2021-01-07 22:00:00
07012021,   23,  25.5,   38,  1009.8,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-07 23:00:00
08012021,    0,  24.4,   41,  1011.0,  360,    7     ,CORDOBA OBSERVATORIO,2021-01-08 00:00:00
08012021,    1,  23.0,   50,  1011.1,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-08 01:00:00
08012021,    2,  21.2,   61,  1011.2,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-08 02:00:00
08012021,    3,  21.0,   58,  1010.1,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-08 03:00:00
08012021,    4,  20.4,   61,  1009.7,  360,    7     ,CORDOBA OBSERVATORIO,2021-01-08 04:00:00
08012021,    5,  19.5,   65,  1009.3,  230,    6     ,CORDOBA OBSERVATORIO,2021-01-08 05:00:00
08012021,    6,  18.6,   68,  1009.0,  230,    6     ,CORDOBA OBSERVATORIO,2021-01-08 06:00:00
08012021,    7,  19.8,   64,  1009.2,  230,   17     ,CORDOBA OBSERVATORIO,2021-01-08 07:00:00
08012021,    8,  21.0,   59,  1011.5,  180,   13     ,CORDOBA OBSERVATORIO,2021-01-08 08:00:00
08012021,    9,  22.4,   60,  1012.2,  230,   13     ,CORDOBA OBSERVATORIO,2021-01-08 09:00:00
08012021,   10,  25.4,   54,  1012.8,  180,   17     ,CORDOBA OBSERVATORIO,2021-01-08 10:00:00
08012021,   11,  27.2,   41,  1012.7,  180,   13     ,CORDOBA OBSERVATORIO,2021-01-08 11:00:00
08012021,   12,  28.2,   39,  1012.7,  180,   15     ,CORDOBA OBSERVATORIO,2021-01-08 12:00:00
08012021,   13,  29.0,   38,  1012.1,  140,   13     ,CORDOBA OBSERVATORIO,2021-01-08 13:00:00
08012021,   14,  29.8,   37,  1011.5,  140,   15     ,CORDOBA OBSERVATORIO,2021-01-08 14:00:00
08012021,   15,  30.2,   38,  1011.4,  140,    9     ,CORDOBA OBSERVATORIO,2021-01-08 15:00:00
08012021,   16,  30.6,   38,  1010.8,   50,    9     ,CORDOBA OBSERVATORIO,2021-01-08 16:00:00
08012021,   17,  31.2,   37,  1010.1,  140,    7     ,CORDOBA OBSERVATORIO,2021-01-08 17:00:00
08012021,   18,  30.2,   36,  1008.4,   90,   13     ,CORDOBA OBSERVATORIO,2021-01-08 18:00:00
08012021,   19,  25.0,   55,  1007.9,  180,   19     ,CORDOBA OBSERVATORIO,2021-01-08 19:00:00
08012021,   20,  24.4,   52,  1008.6,  180,   13     ,CORDOBA OBSERVATORIO,2021-01-08 20:00:00
08012021,   21,  21.4,   67,  1008.6,  230,    9     ,CORDOBA OBSERVATORIO,2021-01-08 21:00:00
08012021,   22,  21.2,   65,  1011.1,  230,   15     ,CORDOBA OBSERVATORIO,2021-01-08 22:00:00
08012021,   23,  20.4,   83,  1011.7,  180,   20     ,CORDOBA OBSERVATORIO,2021-01-08 23:00:00
09012021,    0,  20.2,   90,  1013.2,  230,    9     ,CORDOBA OBSERVATORIO,2021-01-09 00:00:00
09012021,    1,  17.0,   93,  1013.4,  230,   13     ,CORDOBA OBSERVATORIO,2021-01-09 01:00:00
09012021,    2,  16.8,   95,  1012.1,  180,   11     ,CORDOBA OBSERVATORIO,2021-01-09 02:00:00
09012021,    3,  17.0,   93,  1011.4,  230,    7     ,CORDOBA OBSERVATORIO,2021-01-09 03:00:00
09012021,    4,  17.0,   93,  1011.7,  230,    6     ,CORDOBA OBSERVATORIO,2021-01-09 04:00:00
09012021,    5,  17.4,   89,  1011.7,  230,    6     ,CORDOBA OBSERVATORIO,2021-01-09 05:00:00
09012021,    6,  17.6,   91,  1011.2,  230,    9     ,CORDOBA OBSERVATORIO,2021-01-09 06:00:00
09012021,    7,  17.2,   91,  1011.7,  180,    7     ,CORDOBA OBSERVATORIO,2021-01-09 07:00:00
09012021,    8,  17.8,   81,  1012.2,  230,    7     ,CORDOBA OBSERVATORIO,2021-01-09 08:00:00
09012021,    9,  19.4,   79,  1012.1,  180,    6     ,CORDOBA OBSERVATORIO,2021-01-09 09:00:00
09012021,   10,  21.2,   71,  1012.0,  230,    6     ,CORDOBA OBSERVATORIO,2021-01-09 10:00:00
09012021,   11,  23.0,   64,  1011.0,  230,    4     ,CORDOBA OBSERVATORIO,2021-01-09 11:00:00
09012021,   12,  25.0,   59,  1010.7,  250,    7     ,CORDOBA OBSERVATORIO,2021-01-09 12:00:00
09012021,   13,  26.4,   56,  1010.0,  140,    9     ,CORDOBA OBSERVATORIO,2021-01-09 13:00:00
09012021,   14,  27.1,   53,  1009.3,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-09 14:00:00
09012021,   15,  28.0,   53,  1008.3,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-09 15:00:00
09012021,   16,  29.0,   51,  1007.9,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-09 16:00:00
09012021,   17,  29.1,   49,  1006.2,  110,    9     ,CORDOBA OBSERVATORIO,2021-01-09 17:00:00
09012021,   18,  29.2,   51,  1005.6,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-09 18:00:00
09012021,   19,  28.8,   51,  1005.5,  110,    9     ,CORDOBA OBSERVATORIO,2021-01-09 19:00:00
09012021,   20,  27.0,   55,  1005.9,   70,    9     ,CORDOBA OBSERVATORIO,2021-01-09 20:00:00
09012021,   21,  25.6,   63,  1007.2,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-09 21:00:00
09012021,   22,  25.2,   64,  1008.2,   90,   11     ,CORDOBA OBSERVATORIO,2021-01-09 22:00:00
09012021,   23,  24.6,   69,  1008.9,   90,    9     ,CORDOBA OBSERVATORIO,2021-01-09 23:00:00
10012021,    0,  23.8,   74,  1009.2,   50,    7     ,CORDOBA OBSERVATORIO,2021-01-10 00:00:00
10012021,    1,  23.3,   77,  1008.9,  360,    6     ,CORDOBA OBSERVATORIO,2021-01-10 01:00:00
10012021,    2,  22.7,   76,  1008.4,  340,    4     ,CORDOBA OBSERVATORIO,2021-01-10 02:00:00
10012021,    3,  22.0,   80,  1007.5,  360,    2     ,CORDOBA OBSERVATORIO,2021-01-10 03:00:00
10012021,    4,  21.4,   75,  1007.2,  360,    7     ,CORDOBA OBSERVATORIO,2021-01-10 04:00:00
10012021,    5,  20.9,   83,  1008.1,  360,    4     ,CORDOBA OBSERVATORIO,2021-01-10 05:00:00
10012021,    6,  21.2,   85,  1007.1,  340,    6     ,CORDOBA OBSERVATORIO,2021-01-10 06:00:00
10012021,    7,  21.8,   80,  1006.8,  360,    7     ,CORDOBA OBSERVATORIO,2021-01-10 07:00:00
10012021,    8,  23.0,   78,  1007.1,   50,    9     ,CORDOBA OBSERVATORIO,2021-01-10 08:00:00
10012021,    9,  24.8,   67,  1007.1,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-10 09:00:00
10012021,   10,  26.0,   67,  1007.0,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-10 10:00:00
10012021,   11,  27.8,   61,  1006.5,   50,   15     ,CORDOBA OBSERVATORIO,2021-01-10 11:00:00
10012021,   12,  28.7,   58,  1006.3,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-10 12:00:00
10012021,   13,  29.8,   57,  1005.2,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-10 13:00:00
10012021,   14,  29.7,   57,  1004.2,   50,   15     ,CORDOBA OBSERVATORIO,2021-01-10 14:00:00
10012021,   15,  30.4,   53,  1003.5,   50,   17     ,CORDOBA OBSERVATORIO,2021-01-10 15:00:00
10012021,   16,  30.6,   57,  1002.9,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-10 16:00:00
10012021,   17,  31.6,   53,  1002.1,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-10 17:00:00
10012021,   18,  31.4,   55,  1001.6,   20,   11     ,CORDOBA OBSERVATORIO,2021-01-10 18:00:00
10012021,   19,  30.5,   57,  1001.4,   50,   13     ,CORDOBA OBSERVATORIO,2021-01-10 19:00:00
10012021,   20,  30.2,   59,  1001.0,   50,    9     ,CORDOBA OBSERVATORIO,2021-01-10 20:00:00
10012021,   21,  29.2,   66,  1000.9,   50,    9     ,CORDOBA OBSERVATORIO,2021-01-10 21:00:00
10012021,   22,  28.5,   71,  1001.3,   50,    9     ,CORDOBA OBSERVATORIO,2021-01-10 22:00:00
10012021,   23,  27.6,   76,  1002.6,   50,    6     ,CORDOBA OBSERVATORIO,2021-01-10 23:00:00
